integer value	ROI intensity	reference intensity
  0.000000	62531.000000	  0.003480
 50.000000	63399.000000	  0.003314
100.000000	60137.000000	  0.003480
150.000000	60002.000000	  0.003480
200.000000	58041.000000	  0.003480
250.000000	59881.000000	  0.003480
300.000000	60225.000000	  0.003480
350.000000	65655.000000	  0.003314
400.000000	66990.000000	  0.003646
450.000000	73150.000000	  0.003480
500.000000	74515.000000	  0.003646
550.000000	77493.000000	  0.003480
600.000000	77916.000000	  0.003646
650.000000	78680.000000	  0.003480
700.000000	78062.000000	  0.003646
750.000000	76959.000000	  0.003480
800.000000	71690.000000	  0.003646
850.000000	69774.000000	  0.003314
900.000000	65127.000000	  0.003646
950.000000	64922.000000	  0.003646
1000.000000	62884.000000	  0.003811
1050.000000	61476.000000	  0.003811
1100.000000	63117.000000	  0.003646
1150.000000	65181.000000	  0.003480
1200.000000	69040.000000	  0.003480
1250.000000	70179.000000	  0.003314
1300.000000	73724.000000	  0.003646
1350.000000	75907.000000	  0.003646
1400.000000	76840.000000	  0.003646
1450.000000	77435.000000	  0.003480
1500.000000	73597.000000	  0.003480
1550.000000	68589.000000	  0.003314
1600.000000	65036.000000	  0.003480
1650.000000	56832.000000	  0.003480
1700.000000	53450.000000	  0.003646
1750.000000	50431.000000	  0.003646
1800.000000	48922.000000	  0.003646
1850.000000	46828.000000	  0.003314
1900.000000	48311.000000	  0.003480
1950.000000	48608.000000	  0.003811
2000.000000	50271.000000	  0.003480
2050.000000	51396.000000	  0.003646
2100.000000	55799.000000	  0.003480
2150.000000	53406.000000	  0.003646
2200.000000	52618.000000	  0.003646
2250.000000	48657.000000	  0.003480
2300.000000	44925.000000	  0.003314
2350.000000	39581.000000	  0.003646
2400.000000	35628.000000	  0.003480
2450.000000	31091.000000	  0.003480
2500.000000	27956.000000	  0.003314
2550.000000	25308.000000	  0.003646
2600.000000	22606.000000	  0.003646
2650.000000	20944.000000	  0.003646
2700.000000	18862.000000	  0.003646
2750.000000	17630.000000	  0.003480
2800.000000	16147.000000	  0.003646
2850.000000	14021.000000	  0.003811
2900.000000	12727.000000	  0.003811
2950.000000	11958.000000	  0.003480
3000.000000	10862.000000	  0.003480
3050.000000	10223.000000	  0.003480
3100.000000	8958.000000	  0.003646
3150.000000	8497.000000	  0.003646
3200.000000	8354.000000	  0.003646
3250.000000	8103.000000	  0.003646
3300.000000	8064.000000	  0.003480
3350.000000	8548.000000	  0.003811
3400.000000	8053.000000	  0.003646
3450.000000	8526.000000	  0.003646
3500.000000	8571.000000	  0.003314
3550.000000	8863.000000	  0.003646
3600.000000	9102.000000	  0.003811
3650.000000	9729.000000	  0.003480
3700.000000	10058.000000	  0.003314
3750.000000	10893.000000	  0.003811
3800.000000	11465.000000	  0.003646
3850.000000	12550.000000	  0.003480
3900.000000	14490.000000	  0.003480
3950.000000	16922.000000	  0.003646
4000.000000	21475.000000	  0.003646
4050.000000	26682.000000	  0.003811
4100.000000	31901.000000	  0.003480
4150.000000	36886.000000	  0.003811
4200.000000	40973.000000	  0.003646
4250.000000	46065.000000	  0.003646
4300.000000	45615.000000	  0.003480
4350.000000	46897.000000	  0.003811
4400.000000	44437.000000	  0.003314
4450.000000	43029.000000	  0.003314
4500.000000	40267.000000	  0.003811
4550.000000	40768.000000	  0.003480
4600.000000	41055.000000	  0.003646
4650.000000	43203.000000	  0.003646
4700.000000	46392.000000	  0.003977
4750.000000	51120.000000	  0.003480
4800.000000	62322.000000	  0.003480
4850.000000	65698.000000	  0.003646
4900.000000	71158.000000	  0.003811
4950.000000	74761.000000	  0.003646
5000.000000	76634.000000	  0.003646
5050.000000	73022.000000	  0.003646
5100.000000	73530.000000	  0.003811
5150.000000	68280.000000	  0.003480
5200.000000	67246.000000	  0.003811
5250.000000	61360.000000	  0.003646
5300.000000	61227.000000	  0.003646
5350.000000	60713.000000	  0.003480
5400.000000	63220.000000	  0.003646
5450.000000	65126.000000	  0.003480
5500.000000	70883.000000	  0.003811
5550.000000	73382.000000	  0.003646
5600.000000	77932.000000	  0.003646
5650.000000	78468.000000	  0.003646
5700.000000	78496.000000	  0.003480
5750.000000	76758.000000	  0.003480
5800.000000	74824.000000	  0.003480
5850.000000	69604.000000	  0.003646
5900.000000	65542.000000	  0.003480
5950.000000	62284.000000	  0.003646
6000.000000	61526.000000	  0.003646
6050.000000	60386.000000	  0.003646
6100.000000	63470.000000	  0.003646
6150.000000	67804.000000	  0.003646
6200.000000	72826.000000	  0.003646
6250.000000	75872.000000	  0.003480
6300.000000	78504.000000	  0.003480
6350.000000	79067.000000	  0.003646
6400.000000	79089.000000	  0.003646
6450.000000	78753.000000	  0.003646
6500.000000	74706.000000	  0.003480
6550.000000	71086.000000	  0.003646
6600.000000	67970.000000	  0.003480
6650.000000	64552.000000	  0.003480
6700.000000	63010.000000	  0.003811
6750.000000	65521.000000	  0.003480
6800.000000	67333.000000	  0.003480
6850.000000	73738.000000	  0.003646
6900.000000	75685.000000	  0.003811
6950.000000	78279.000000	  0.003480
7000.000000	78892.000000	  0.003480
7050.000000	77490.000000	  0.003811
7100.000000	75040.000000	  0.003811
7150.000000	70684.000000	  0.003811
7200.000000	63655.000000	  0.003811
7250.000000	58978.000000	  0.003314
7300.000000	54018.000000	  0.003646
7350.000000	51410.000000	  0.003646
7400.000000	48311.000000	  0.003314
7450.000000	51457.000000	  0.003148
7500.000000	50454.000000	  0.003646
7550.000000	54377.000000	  0.003811
7600.000000	54986.000000	  0.003646
7650.000000	55349.000000	  0.003811
7700.000000	54746.000000	  0.003480
7750.000000	52514.000000	  0.003646
7800.000000	47297.000000	  0.003480
7850.000000	42952.000000	  0.003977
7900.000000	37160.000000	  0.003646
7950.000000	33036.000000	  0.003646
8000.000000	28633.000000	  0.003811
8050.000000	25804.000000	  0.003811
8100.000000	22360.000000	  0.003646
8150.000000	21181.000000	  0.003646
8200.000000	18789.000000	  0.003811
8250.000000	16919.000000	  0.003811
8300.000000	14716.000000	  0.003977
8350.000000	13650.000000	  0.003811
8400.000000	12445.000000	  0.003480
8450.000000	11257.000000	  0.003314
8500.000000	10286.000000	  0.003314
8550.000000	9660.000000	  0.003314
8600.000000	8823.000000	  0.003480
8650.000000	8749.000000	  0.003480
8700.000000	8838.000000	  0.003314
8750.000000	8403.000000	  0.003977
8800.000000	8523.000000	  0.004143
8850.000000	8867.000000	  0.003811
8900.000000	9511.000000	  0.003646
8950.000000	9118.000000	  0.003314
9000.000000	10003.000000	  0.003646
9050.000000	10271.000000	  0.003314
9100.000000	11463.000000	  0.003314
9150.000000	12011.000000	  0.003314
9200.000000	13603.000000	  0.003811
9250.000000	16094.000000	  0.003314
9300.000000	19589.000000	  0.003977
9350.000000	23804.000000	  0.003977
9400.000000	29316.000000	  0.003811
9450.000000	34515.000000	  0.003646
9500.000000	41046.000000	  0.003646
9550.000000	43763.000000	  0.003314
9600.000000	46329.000000	  0.003646
9650.000000	45339.000000	  0.003480
9700.000000	44601.000000	  0.003646
9750.000000	41903.000000	  0.003480
9800.000000	41834.000000	  0.003811
9850.000000	41669.000000	  0.003480
9900.000000	45861.000000	  0.003977
9950.000000	49092.000000	  0.003480
10000.000000	55505.000000	  0.003480
10050.000000	60555.000000	  0.003480
10100.000000	67638.000000	  0.003977
10150.000000	72426.000000	  0.004143
10200.000000	75760.000000	  0.003480
10250.000000	74299.000000	  0.003314
10300.000000	73273.000000	  0.003646
10350.000000	69104.000000	  0.003646
10400.000000	67227.000000	  0.003646
10450.000000	62377.000000	  0.003646
10500.000000	63065.000000	  0.003480
10550.000000	66037.000000	  0.003480
10600.000000	68351.000000	  0.003480
10650.000000	71665.000000	  0.003480
10700.000000	74574.000000	  0.003480
10750.000000	77416.000000	  0.003480
10800.000000	78724.000000	  0.003480
10850.000000	78803.000000	  0.003646
10900.000000	77821.000000	  0.003646
10950.000000	76396.000000	  0.003646
11000.000000	70470.000000	  0.003811
11050.000000	69224.000000	  0.003646
11100.000000	64812.000000	  0.003646
11150.000000	66168.000000	  0.003646
11200.000000	64778.000000	  0.003646
11250.000000	70362.000000	  0.003646
11300.000000	71551.000000	  0.003480
11350.000000	77687.000000	  0.003811
11400.000000	78185.000000	  0.003480
11450.000000	79211.000000	  0.003646
11500.000000	78416.000000	  0.003646
11550.000000	78327.000000	  0.003646
11600.000000	75087.000000	  0.003480
11650.000000	73148.000000	  0.003977
11700.000000	68801.000000	  0.003480
11750.000000	68415.000000	  0.003646
11800.000000	68067.000000	  0.003480
11850.000000	69357.000000	  0.003646
11900.000000	71904.000000	  0.003646
11950.000000	76902.000000	  0.003646
