integer value	ROI intensity	reference intensity
3000.000000	6300.000000	  0.003977
3025.000000	6297.000000	  0.003977
3050.000000	6185.000000	  0.004308
3075.000000	6355.000000	  0.003811
3100.000000	6184.000000	  0.003977
3125.000000	6309.000000	  0.003811
3150.000000	6204.000000	  0.003811
3175.000000	6296.000000	  0.003811
3200.000000	6584.000000	  0.003811
3225.000000	6797.000000	  0.003977
3250.000000	7008.000000	  0.003811
3275.000000	7144.000000	  0.003977
3300.000000	7175.000000	  0.003977
3325.000000	7493.000000	  0.003811
3350.000000	7662.000000	  0.003977
3375.000000	8337.000000	  0.003811
3400.000000	8956.000000	  0.003811
3425.000000	9337.000000	  0.003811
3450.000000	9823.000000	  0.004143
3475.000000	10561.000000	  0.003977
3500.000000	11310.000000	  0.003977
3525.000000	12296.000000	  0.003811
3550.000000	13619.000000	  0.003977
3575.000000	14584.000000	  0.003977
3600.000000	16173.000000	  0.003977
3625.000000	17500.000000	  0.003977
3650.000000	19061.000000	  0.003646
3675.000000	20430.000000	  0.003811
3700.000000	21705.000000	  0.003977
3725.000000	22644.000000	  0.003977
3750.000000	24021.000000	  0.003811
3775.000000	24552.000000	  0.003977
3800.000000	25195.000000	  0.003977
3825.000000	24942.000000	  0.003977
3850.000000	25378.000000	  0.003811
3875.000000	25306.000000	  0.003977
3900.000000	25156.000000	  0.003811
3925.000000	24897.000000	  0.003977
3950.000000	24797.000000	  0.003646
3975.000000	23917.000000	  0.003811
4000.000000	22971.000000	  0.003977
4025.000000	23198.000000	  0.003811
4050.000000	23141.000000	  0.003646
4075.000000	22549.000000	  0.003977
4100.000000	22732.000000	  0.003811
4125.000000	22321.000000	  0.004143
4150.000000	22374.000000	  0.003811
4175.000000	23054.000000	  0.003977
4200.000000	23580.000000	  0.003977
4225.000000	24959.000000	  0.004143
4250.000000	25680.000000	  0.003811
4275.000000	26541.000000	  0.003977
4300.000000	28342.000000	  0.003811
4325.000000	29328.000000	  0.003977
4350.000000	30833.000000	  0.003646
4375.000000	32239.000000	  0.003977
4400.000000	34585.000000	  0.003646
4425.000000	36059.000000	  0.003977
4450.000000	38427.000000	  0.003977
4475.000000	38851.000000	  0.004143
4500.000000	40847.000000	  0.003811
4525.000000	41740.000000	  0.003811
4550.000000	42873.000000	  0.003811
4575.000000	40730.000000	  0.003811
4600.000000	41112.000000	  0.003977
4625.000000	39907.000000	  0.003977
4650.000000	39580.000000	  0.004143
4675.000000	38344.000000	  0.003811
4700.000000	38426.000000	  0.003977
4725.000000	36714.000000	  0.003977
4750.000000	35556.000000	  0.003811
4775.000000	33724.000000	  0.003811
4800.000000	33353.000000	  0.003811
4825.000000	32773.000000	  0.003646
4850.000000	32696.000000	  0.003811
4875.000000	33132.000000	  0.003977
4900.000000	33124.000000	  0.003977
4925.000000	34013.000000	  0.004143
4950.000000	34369.000000	  0.003977
4975.000000	34773.000000	  0.004143
5000.000000	36212.000000	  0.003646
5025.000000	37531.000000	  0.003811
5050.000000	39132.000000	  0.003811
5075.000000	40063.000000	  0.003977
5100.000000	40377.000000	  0.003977
5125.000000	41857.000000	  0.004143
5150.000000	42908.000000	  0.003811
5175.000000	44864.000000	  0.003977
5200.000000	44148.000000	  0.003811
5225.000000	44307.000000	  0.003977
5250.000000	43283.000000	  0.004143
5275.000000	42648.000000	  0.004143
5300.000000	40687.000000	  0.003811
