integer value	ROI intensity	reference intensity
3000.000000	2075.000000	  0.000000
3025.000000	2068.000000	  0.000000
3050.000000	2038.000000	  0.004143
3075.000000	1957.000000	  0.004143
3100.000000	2068.000000	  0.003977
3125.000000	1968.000000	  0.003977
3150.000000	2083.000000	  0.003977
3175.000000	2059.000000	  0.003977
3200.000000	2166.000000	  0.004143
3225.000000	2172.000000	  0.003977
3250.000000	2223.000000	  0.003977
3275.000000	2186.000000	  0.003977
3300.000000	2197.000000	  0.004143
3325.000000	2372.000000	  0.004143
3350.000000	2180.000000	  0.004143
3375.000000	2293.000000	  0.003646
3400.000000	2280.000000	  0.004143
3425.000000	2352.000000	  0.003811
3450.000000	2357.000000	  0.004143
3475.000000	2545.000000	  0.004143
3500.000000	2428.000000	  0.003977
3525.000000	2567.000000	  0.003811
3550.000000	2804.000000	  0.003977
3575.000000	2808.000000	  0.003646
3600.000000	2770.000000	  0.004143
3625.000000	2843.000000	  0.004143
3650.000000	3026.000000	  0.003811
3675.000000	3064.000000	  0.003811
3700.000000	3128.000000	  0.003977
3725.000000	3360.000000	  0.003977
3750.000000	3493.000000	  0.003811
3775.000000	3635.000000	  0.003977
3800.000000	3877.000000	  0.003977
3825.000000	4156.000000	  0.003977
3850.000000	4301.000000	  0.003811
3875.000000	4530.000000	  0.003646
3900.000000	5162.000000	  0.003977
3925.000000	5682.000000	  0.003977
3950.000000	6089.000000	  0.003977
3975.000000	6686.000000	  0.003811
4000.000000	7692.000000	  0.003977
4025.000000	8382.000000	  0.003811
4050.000000	9250.000000	  0.003977
4075.000000	10477.000000	  0.003811
4100.000000	12257.000000	  0.003977
4125.000000	13262.000000	  0.004143
4150.000000	15104.000000	  0.003811
4175.000000	16503.000000	  0.003977
4200.000000	19075.000000	  0.004143
4225.000000	19758.000000	  0.003977
4250.000000	20557.000000	  0.003977
4275.000000	21818.000000	  0.003977
4300.000000	23345.000000	  0.004143
4325.000000	24144.000000	  0.003646
4350.000000	24180.000000	  0.003811
4375.000000	24720.000000	  0.003977
4400.000000	24317.000000	  0.003977
4425.000000	24297.000000	  0.003811
4450.000000	23153.000000	  0.003977
4475.000000	22533.000000	  0.003811
4500.000000	21956.000000	  0.003811
4525.000000	21366.000000	  0.003811
4550.000000	20898.000000	  0.003977
4575.000000	20485.000000	  0.003811
4600.000000	20267.000000	  0.003977
4625.000000	20146.000000	  0.003977
4650.000000	19838.000000	  0.003977
4675.000000	20101.000000	  0.003977
4700.000000	20822.000000	  0.003977
4725.000000	21153.000000	  0.004143
4750.000000	21353.000000	  0.003977
4775.000000	22200.000000	  0.003811
4800.000000	22461.000000	  0.004143
4825.000000	23053.000000	  0.003977
4850.000000	23140.000000	  0.004143
4875.000000	23782.000000	  0.003811
4900.000000	23235.000000	  0.003811
4925.000000	22891.000000	  0.003811
4950.000000	22603.000000	  0.003977
4975.000000	21943.000000	  0.003977
5000.000000	20546.000000	  0.003977
5025.000000	19621.000000	  0.003811
5050.000000	18672.000000	  0.003977
5075.000000	17559.000000	  0.003977
5100.000000	17352.000000	  0.003977
5125.000000	16463.000000	  0.003977
5150.000000	15224.000000	  0.003977
5175.000000	14220.000000	  0.003811
5200.000000	13151.000000	  0.003811
5225.000000	12545.000000	  0.003977
5250.000000	11871.000000	  0.003977
5275.000000	11089.000000	  0.004143
5300.000000	10569.000000	  0.003811
5325.000000	10214.000000	  0.003977
5350.000000	9662.000000	  0.004143
5375.000000	9087.000000	  0.004143
5400.000000	8602.000000	  0.003811
5425.000000	7943.000000	  0.003977
5450.000000	8018.000000	  0.003811
5475.000000	7516.000000	  0.003977
5500.000000	7266.000000	  0.003646
5525.000000	7171.000000	  0.004143
5550.000000	7064.000000	  0.003811
5575.000000	7102.000000	  0.003977
5600.000000	7411.000000	  0.003811
5625.000000	7400.000000	  0.004143
5650.000000	7951.000000	  0.004143
5675.000000	8229.000000	  0.003977
5700.000000	8927.000000	  0.003811
5725.000000	9704.000000	  0.003977
5750.000000	10298.000000	  0.003811
5775.000000	11497.000000	  0.003811
5800.000000	12665.000000	  0.004308
5825.000000	13609.000000	  0.003977
5850.000000	14802.000000	  0.003977
5875.000000	16289.000000	  0.003977
5900.000000	17167.000000	  0.004143
5925.000000	18446.000000	  0.003811
5950.000000	19718.000000	  0.003977
5975.000000	20374.000000	  0.003977
6000.000000	20838.000000	  0.004143
6025.000000	21563.000000	  0.004143
6050.000000	21054.000000	  0.004143
6075.000000	21022.000000	  0.003977
6100.000000	20099.000000	  0.003811
6125.000000	19855.000000	  0.003811
6150.000000	19772.000000	  0.004143
6175.000000	19894.000000	  0.004143
6200.000000	19013.000000	  0.003977
6225.000000	18867.000000	  0.003811
6250.000000	18363.000000	  0.003977
6275.000000	18477.000000	  0.003811
6300.000000	18707.000000	  0.003977
6325.000000	19306.000000	  0.003977
6350.000000	20181.000000	  0.004143
6375.000000	20496.000000	  0.003977
6400.000000	20843.000000	  0.003977
6425.000000	21980.000000	  0.004143
6450.000000	22904.000000	  0.003977
6475.000000	23300.000000	  0.003811
6500.000000	23447.000000	  0.003977
6525.000000	23823.000000	  0.004143
6550.000000	23945.000000	  0.003977
6575.000000	24529.000000	  0.003977
6600.000000	23133.000000	  0.003977
6625.000000	22829.000000	  0.003811
6650.000000	22008.000000	  0.004143
6675.000000	21207.000000	  0.003811
6700.000000	19831.000000	  0.003977
6725.000000	18542.000000	  0.003977
6750.000000	17010.000000	  0.003977
6775.000000	15671.000000	  0.003811
6800.000000	14349.000000	  0.003811
6825.000000	13588.000000	  0.003977
6850.000000	12592.000000	  0.003977
6875.000000	12192.000000	  0.003977
6900.000000	11280.000000	  0.003977
6925.000000	10595.000000	  0.003811
6950.000000	10074.000000	  0.004143
6975.000000	9379.000000	  0.003811
7000.000000	8664.000000	  0.003811
7025.000000	7659.000000	  0.003977
7050.000000	6988.000000	  0.003811
7075.000000	6283.000000	  0.003811
7100.000000	6254.000000	  0.003977
7125.000000	5764.000000	  0.003977
7150.000000	5379.000000	  0.003977
7175.000000	4806.000000	  0.003977
7200.000000	4761.000000	  0.003811
7225.000000	4362.000000	  0.004143
7250.000000	3967.000000	  0.003977
7275.000000	3732.000000	  0.004143
7300.000000	3459.000000	  0.003811
7325.000000	3026.000000	  0.003977
7350.000000	2939.000000	  0.003811
7375.000000	2629.000000	  0.003977
7400.000000	2690.000000	  0.003977
7425.000000	2616.000000	  0.003977
7450.000000	2470.000000	  0.003977
7475.000000	2278.000000	  0.003811
7500.000000	2134.000000	  0.004143
7525.000000	2171.000000	  0.003811
7550.000000	2041.000000	  0.003977
7575.000000	2005.000000	  0.003811
7600.000000	1971.000000	  0.003811
7625.000000	2037.000000	  0.003977
7650.000000	1899.000000	  0.003811
7675.000000	1821.000000	  0.003811
7700.000000	1733.000000	  0.003811
7725.000000	1724.000000	  0.003977
7750.000000	1791.000000	  0.003977
7775.000000	1833.000000	  0.003977
7800.000000	1768.000000	  0.003811
7825.000000	1773.000000	  0.003811
7850.000000	1745.000000	  0.003977
7875.000000	1705.000000	  0.003811
7900.000000	1784.000000	  0.003811
7925.000000	1661.000000	  0.004143
7950.000000	1768.000000	  0.003977
7975.000000	1675.000000	  0.004143
